label,label_folder,contract_id,sol_path,meta_path,out_csv,num_blocks,num_vuln_lines_in_metadata
Unchecked-send,Unchecked-Send,8,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_8.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_8.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_8_blocks.csv,77,31
Unchecked-send,Unchecked-Send,9,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_9.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_9.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_9_blocks.csv,68,24
Unchecked-send,Unchecked-Send,10,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_10.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_10.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_10_blocks.csv,21,8
Unchecked-send,Unchecked-Send,11,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_11.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_11.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_11_blocks.csv,78,31
Unchecked-send,Unchecked-Send,12,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_12.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_12.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_12_blocks.csv,94,30
Unchecked-send,Unchecked-Send,13,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_13.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_13.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_13_blocks.csv,43,17
Unchecked-send,Unchecked-Send,14,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_14.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_14.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_14_blocks.csv,69,22
Unchecked-send,Unchecked-Send,15,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_15.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_15.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_15_blocks.csv,43,17
Unchecked-send,Unchecked-Send,16,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_16.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_16.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_16_blocks.csv,91,32
Unchecked-send,Unchecked-Send,17,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_17.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_17.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_17_blocks.csv,80,30
Unchecked-send,Unchecked-Send,18,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_18.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_18.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_18_blocks.csv,94,31
Unchecked-send,Unchecked-Send,19,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_19.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_19.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_19_blocks.csv,72,28
Unchecked-send,Unchecked-Send,20,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_20.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_20.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_20_blocks.csv,75,31
Unchecked-send,Unchecked-Send,21,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_21.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_21.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_21_blocks.csv,76,27
Unchecked-send,Unchecked-Send,22,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_22.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_22.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_22_blocks.csv,87,32
Unchecked-send,Unchecked-Send,23,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_23.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_23.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_23_blocks.csv,81,26
Unchecked-send,Unchecked-Send,24,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_24.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_24.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_24_blocks.csv,107,32
Unchecked-send,Unchecked-Send,25,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_25.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_25.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_25_blocks.csv,53,21
Unchecked-send,Unchecked-Send,26,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_26.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_26.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_26_blocks.csv,68,22
Unchecked-send,Unchecked-Send,27,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_27.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_27.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_27_blocks.csv,98,32
Unchecked-send,Unchecked-Send,28,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_28.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_28.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_28_blocks.csv,86,29
Unchecked-send,Unchecked-Send,29,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_29.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_29.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_29_blocks.csv,55,19
Unchecked-send,Unchecked-Send,30,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_30.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_30.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_30_blocks.csv,139,32
Unchecked-send,Unchecked-Send,31,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_31.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_31.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_31_blocks.csv,45,15
Unchecked-send,Unchecked-Send,32,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_32.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_32.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_32_blocks.csv,53,21
Unchecked-send,Unchecked-Send,33,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_33.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_33.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_33_blocks.csv,69,25
Unchecked-send,Unchecked-Send,34,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_34.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_34.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_34_blocks.csv,95,32
Unchecked-send,Unchecked-Send,35,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_35.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_35.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_35_blocks.csv,100,32
Unchecked-send,Unchecked-Send,36,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_36.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_36.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_36_blocks.csv,87,32
Unchecked-send,Unchecked-Send,37,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_37.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_37.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_37_blocks.csv,76,32
Unchecked-send,Unchecked-Send,38,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_38.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_38.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_38_blocks.csv,86,29
Unchecked-send,Unchecked-Send,39,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_39.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_39.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_39_blocks.csv,26,11
Unchecked-send,Unchecked-Send,40,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_40.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_40.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_40_blocks.csv,75,24
Unchecked-send,Unchecked-Send,41,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_41.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_41.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_41_blocks.csv,43,17
Unchecked-send,Unchecked-Send,42,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_42.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_42.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_42_blocks.csv,69,25
Unchecked-send,Unchecked-Send,43,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_43.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_43.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_43_blocks.csv,80,29
Unchecked-send,Unchecked-Send,44,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_44.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_44.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_44_blocks.csv,83,30
Unchecked-send,Unchecked-Send,45,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_45.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_45.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_45_blocks.csv,66,28
Unchecked-send,Unchecked-Send,46,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_46.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_46.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_46_blocks.csv,21,7
Unchecked-send,Unchecked-Send,47,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_47.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_47.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_47_blocks.csv,80,32
Unchecked-send,Unchecked-Send,48,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_48.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_48.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_48_blocks.csv,83,32
Unchecked-send,Unchecked-Send,49,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_49.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_49.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_49_blocks.csv,26,11
Unchecked-send,Unchecked-Send,50,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/buggy_50.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unchecked-Send/BugLog_50.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unchecked-Send/buggy_50_blocks.csv,67,25
Unhandled exp,Unhandled-Exceptions,1,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_1.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_1.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_1_blocks.csv,44,18
Unhandled exp,Unhandled-Exceptions,2,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_2.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_2.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_2_blocks.csv,52,20
Unhandled exp,Unhandled-Exceptions,3,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_3.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_3.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_3_blocks.csv,55,21
Unhandled exp,Unhandled-Exceptions,4,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_4.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_4.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_4_blocks.csv,44,18
Unhandled exp,Unhandled-Exceptions,5,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_5.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_5.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_5_blocks.csv,81,31
Unhandled exp,Unhandled-Exceptions,6,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_6.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_6.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_6_blocks.csv,83,30
Unhandled exp,Unhandled-Exceptions,7,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_7.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_7.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_7_blocks.csv,85,31
Unhandled exp,Unhandled-Exceptions,8,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_8.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_8.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_8_blocks.csv,81,31
Unhandled exp,Unhandled-Exceptions,9,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_9.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_9.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_9_blocks.csv,71,24
Unhandled exp,Unhandled-Exceptions,10,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_10.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_10.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_10_blocks.csv,22,8
Unhandled exp,Unhandled-Exceptions,11,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_11.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_11.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_11_blocks.csv,81,31
Unhandled exp,Unhandled-Exceptions,12,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_12.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_12.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_12_blocks.csv,109,35
Unhandled exp,Unhandled-Exceptions,13,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_13.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_13.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_13_blocks.csv,46,17
Unhandled exp,Unhandled-Exceptions,14,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_14.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_14.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_14_blocks.csv,72,22
Unhandled exp,Unhandled-Exceptions,15,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_15.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_15.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_15_blocks.csv,46,17
Unhandled exp,Unhandled-Exceptions,16,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_16.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_16.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_16_blocks.csv,116,42
Unhandled exp,Unhandled-Exceptions,17,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_17.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_17.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_17_blocks.csv,83,30
Unhandled exp,Unhandled-Exceptions,18,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_18.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_18.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_18_blocks.csv,132,53
Unhandled exp,Unhandled-Exceptions,19,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_19.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_19.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_19_blocks.csv,79,28
Unhandled exp,Unhandled-Exceptions,20,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_20.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_20.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_20_blocks.csv,77,31
Unhandled exp,Unhandled-Exceptions,21,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_21.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_21.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_21_blocks.csv,80,27
Unhandled exp,Unhandled-Exceptions,22,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_22.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_22.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_22_blocks.csv,97,36
Unhandled exp,Unhandled-Exceptions,23,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/buggy_23.sol,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/buggy_contracts/Unhandled-Exceptions/BugLog_23.csv,/Users/sj_ag77/Desktop/proposal/SolidiFI Vs LLM/preprocess/splited/Unhandled-Exceptions/buggy_23_blocks.csv,86,26
